Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Customer_Tenure,Total_Spend,Family_Size,Total_Campaigns_Accepted,Age
Graduation,Partnered,71322.0,31,1,4,1,7,2,0,0,58,350,2,0,38
Graduation,Other,79244.0,58,1,4,10,7,1,0,1,557,1216,1,2,21
Master,Partnered,49912.0,5,4,10,5,7,8,0,1,660,874,2,1,65
PhD,Partnered,48699.0,90,1,1,0,3,5,0,0,404,40,3,0,64
Graduation,Partnered,80144.0,47,1,3,7,8,1,0,0,272,1367,1,0,39
Graduation,Single,54252.0,25,5,4,1,5,6,0,0,397,264,3,0,58
Master,Partnered,81929.0,60,2,4,4,10,6,0,1,638,2053,2,2,38
Graduation,Partnered,76068.0,67,1,2,3,4,6,0,0,577,1376,2,2,39
Master,Partnered,53204.0,40,1,1,0,3,4,0,0,101,45,3,0,38
PhD,Partnered,67911.0,63,3,6,7,11,3,0,0,38,976,2,0,65
2n Cycle,Partnered,14796.0,1,2,1,0,3,9,0,1,650,51,2,0,30
PhD,Partnered,78128.0,89,2,8,4,6,3,0,0,130,1264,2,2,40
Basic,Partnered,14188.0,40,1,2,0,4,6,0,0,486,75,1,0,42
Basic,Partnered,20425.0,5,2,2,0,3,7,0,0,608,57,2,0,28
Master,Partnered,58646.0,3,1,2,1,4,4,0,0,384,140,2,0,52
Graduation,Single,72967.0,1,2,7,2,8,5,0,1,561,497,2,1,44
Master,Partnered,48150.0,24,3,5,1,4,7,0,0,386,266,2,0,65
Graduation,Single,82332.0,89,1,5,3,12,2,0,1,650,2006,1,1,53
Graduation,Single,58275.0,48,6,8,2,7,7,0,0,392,615,3,0,59
PhD,Partnered,44953.0,31,1,7,3,13,6,0,0,555,1021,1,1,33
Graduation,Partnered,34587.0,68,2,1,0,3,4,0,0,44,22,3,0,61
Master,Partnered,43018.0,46,1,2,2,2,5,0,0,240,133,2,0,40
Master,Partnered,45736.0,92,5,7,1,6,7,0,0,340,437,2,0,60
Master,Partnered,66476.0,80,2,6,8,10,4,0,0,207,1013,2,0,45
2n Cycle,Partnered,27733.0,16,2,2,0,3,7,0,0,307,57,2,0,33
PhD,Partnered,69805.0,50,2,6,8,11,2,0,0,159,1038,2,0,62
Master,Single,72217.0,93,1,3,10,8,2,0,0,445,1573,1,0,52
Graduation,Single,25818.0,51,1,0,1,2,7,0,0,619,28,2,0,43
Master,Partnered,37509.0,24,2,3,0,4,7,0,0,655,123,2,0,38
2n Cycle,Partnered,25176.0,79,1,1,0,2,7,0,0,323,13,3,0,38
Graduation,Partnered,43586.0,26,3,3,0,4,8,0,0,668,132,2,0,34
2n Cycle,Partnered,53230.0,86,4,5,2,12,5,0,0,695,732,2,0,58
Graduation,Partnered,50116.0,68,2,1,0,4,5,0,0,9,66,3,1,57
Graduation,Partnered,84906.0,98,1,5,6,12,2,0,0,268,1631,1,3,42
Graduation,Partnered,61286.0,34,2,7,1,8,5,0,0,331,608,2,0,48
PhD,Partnered,82333.0,60,1,4,3,10,2,0,1,456,1822,1,1,28
PhD,Partnered,65220.0,3,4,8,4,7,6,0,1,664,1282,1,0,49
Graduation,Partnered,33590.0,65,1,1,0,2,7,0,0,238,8,4,0,40
Graduation,Single,30992.0,83,1,1,0,3,7,0,0,433,43,2,0,38
Master,Single,72309.0,64,1,5,6,8,3,0,1,475,1931,1,1,38
PhD,Partnered,156924.0,85,0,0,0,0,0,0,0,304,8,1,0,65
Basic,Partnered,16005.0,69,3,2,1,2,8,0,0,684,103,2,0,34
Master,Other,65487.0,48,3,3,5,6,2,0,0,170,1169,1,0,57
Graduation,Partnered,58692.0,21,1,8,2,4,7,0,0,84,395,2,0,49
Graduation,Single,40590.0,30,5,3,4,3,6,0,0,270,258,3,1,45
Graduation,Single,20587.0,39,1,1,1,2,7,0,0,49,25,2,0,44
Master,Single,62637.0,76,1,2,2,5,2,0,0,120,185,2,0,60
Master,Single,29435.0,11,4,3,2,2,9,0,1,692,180,3,0,48
Graduation,Single,19346.0,26,1,1,0,3,8,0,0,150,22,2,0,40
Graduation,Partnered,35788.0,34,2,2,0,3,6,0,0,157,44,3,0,43
Graduation,Single,36997.0,72,5,2,1,4,5,0,0,513,94,3,0,46
Graduation,Partnered,23539.0,13,1,2,0,4,6,0,0,121,81,1,0,57
Graduation,Single,65333.0,58,7,9,4,8,6,0,0,163,798,2,2,41
Graduation,Single,78499.0,12,1,11,3,4,4,0,1,218,1334,1,1,57
PhD,Partnered,29732.0,23,1,2,0,2,9,0,0,96,38,2,0,43
Master,Partnered,41275.0,33,4,3,1,3,5,0,0,97,61,4,0,54
PhD,Partnered,63516.0,30,4,4,1,7,5,0,0,358,300,3,0,41
PhD,Partnered,42769.0,15,2,1,1,4,4,0,0,260,88,2,0,52
Master,Partnered,49572.0,25,2,2,0,3,7,0,0,196,54,3,0,56
Graduation,Partnered,69209.0,4,2,5,3,6,4,0,0,650,1782,1,1,42
Graduation,Partnered,17148.0,80,4,3,1,3,8,0,0,152,68,2,0,38
Graduation,Single,40590.0,30,5,3,4,3,6,0,0,270,258,3,1,45
Master,Partnered,30560.0,6,1,1,0,3,7,0,0,367,31,2,0,38
2n Cycle,Partnered,32146.0,16,2,2,0,4,6,0,0,48,66,2,0,31
2n Cycle,Single,41713.0,57,5,3,1,4,6,0,0,61,174,3,0,50
Master,Partnered,34176.0,9,1,1,0,3,3,0,0,158,28,2,0,39
PhD,Partnered,58482.0,59,2,7,4,9,6,0,0,109,731,2,1,59
Graduation,Single,59686.0,78,1,4,1,6,4,0,0,155,274,2,0,49
PhD,Partnered,60896.0,90,3,9,10,4,6,0,1,626,1701,2,0,50
Graduation,Partnered,62994.0,74,1,6,2,4,6,0,0,117,312,2,0,34
Graduation,Partnered,47320.0,10,6,5,1,8,6,0,0,332,414,2,0,57
2n Cycle,Single,74859.0,63,1,6,5,11,3,0,0,391,1565,1,1,65
Basic,Single,15253.0,13,2,1,0,3,7,0,0,244,29,2,0,22
PhD,Single,31560.0,98,2,2,1,3,8,0,0,370,94,2,0,40
Graduation,Single,72071.0,4,3,5,4,8,2,0,0,500,1338,2,0,60
Master,Single,91172.0,94,0,4,3,7,3,0,1,459,1092,1,4,24
Graduation,Partnered,90000.0,91,1,4,8,5,1,0,0,188,1479,1,3,30
Graduation,Single,41967.0,66,1,1,0,3,4,0,0,218,54,3,0,33
Graduation,Single,69263.0,14,1,9,1,7,6,0,0,116,568,2,1,49
2n Cycle,Single,65706.0,77,1,11,3,12,7,0,1,366,1199,1,3,44
Graduation,Partnered,60934.0,41,2,6,4,11,4,0,0,163,873,2,0,39
Graduation,Partnered,71965.0,21,3,6,3,5,3,0,0,335,1213,2,0,63
Graduation,Partnered,65210.0,25,2,9,3,8,6,0,0,111,731,2,2,59
PhD,Partnered,79174.0,2,1,5,6,7,2,0,1,534,2043,1,2,39
Master,Single,81380.0,51,1,4,2,10,2,0,0,554,1893,1,0,47
PhD,Other,48432.0,3,5,7,1,6,8,0,0,619,424,2,0,41
Graduation,Partnered,52914.0,32,2,7,3,3,7,0,0,538,575,2,1,43
Graduation,Partnered,38946.0,84,2,3,1,6,5,0,0,248,257,2,0,59
Graduation,Partnered,26067.0,49,3,3,0,3,8,0,0,237,56,2,0,40
PhD,Partnered,44325.0,69,4,8,2,7,8,0,0,479,542,2,1,42
Graduation,Partnered,42523.0,96,1,1,1,4,2,0,0,67,125,1,0,50
Basic,Single,26487.0,23,3,2,1,3,5,0,0,405,69,2,0,36
2n Cycle,Partnered,53233.0,18,1,1,0,3,4,0,0,103,40,2,0,57
Graduation,Partnered,67716.0,8,4,7,4,13,5,0,0,535,1016,2,1,54
Master,Partnered,76234.0,21,1,8,3,11,3,0,0,143,907,2,1,42
PhD,Partnered,84117.0,60,1,7,10,6,2,0,0,49,1566,1,1,58
Master,Partnered,65487.0,48,3,3,5,6,2,0,0,170,1169,1,0,57
Basic,Partnered,25224.0,36,2,1,1,3,3,0,0,105,46,2,0,42
Master,Single,89616.0,36,1,7,5,12,2,0,1,489,1644,1,0,31
Graduation,Single,40851.0,63,1,1,1,2,7,0,0,493,59,3,0,43
Graduation,Partnered,27469.0,2,1,0,0,3,6,0,0,696,17,1,0,67
2n Cycle,Partnered,82347.0,38,1,7,7,10,3,0,1,600,1853,1,2,57
Graduation,Partnered,73803.0,61,2,9,5,6,6,0,1,697,1528,2,1,57
Master,Single,8820.0,52,4,3,0,3,8,0,0,464,35,3,0,62
Graduation,Single,43322.0,25,1,3,0,4,7,0,0,69,141,1,0,40
Graduation,Partnered,55593.0,63,2,6,6,3,6,0,0,312,546,2,1,41
Graduation,Partnered,50501.0,10,7,5,4,4,6,0,1,376,500,3,1,60
Graduation,Partnered,37085.0,65,4,3,0,3,8,0,0,3,61,3,0,39
Basic,Single,16185.0,71,2,2,2,2,8,0,0,328,106,2,0,24
Graduation,Single,57731.0,0,4,8,8,6,6,0,0,583,704,2,0,45
PhD,Other,48432.0,3,5,7,1,6,8,0,1,619,424,2,0,41
Graduation,Partnered,73807.0,88,2,5,5,11,2,0,0,543,849,2,0,36
Graduation,Partnered,18929.0,15,1,1,0,4,6,0,0,498,85,1,0,24
Graduation,Single,35893.0,80,6,3,1,5,8,0,0,622,199,3,0,46
Graduation,Partnered,61014.0,17,4,9,3,4,7,0,0,687,1147,2,0,34
Graduation,Partnered,32144.0,76,4,2,1,3,7,0,0,98,54,3,1,60
Basic,Partnered,14918.0,52,1,1,0,3,6,0,0,569,43,2,0,51
Graduation,Single,45146.0,28,2,1,1,2,4,0,0,349,53,3,0,51
2n Cycle,Single,41769.0,31,6,8,1,7,8,0,0,501,521,2,0,59
Graduation,Partnered,88325.0,42,1,6,2,9,2,0,0,144,1623,1,0,33
Master,Single,38054.0,24,2,2,0,3,7,0,0,59,45,3,0,64
2n Cycle,Single,80617.0,42,1,4,6,8,2,0,0,625,1435,1,0,19
Graduation,Partnered,5305.0,12,0,1,0,0,13,0,0,334,32,2,0,38
Graduation,Partnered,36807.0,88,1,1,0,2,6,0,0,556,16,3,0,60
Graduation,Partnered,28427.0,67,2,2,0,3,8,0,0,465,52,2,0,31
PhD,Single,82032.0,54,0,4,6,7,1,0,0,85,1234,1,0,66
Graduation,Partnered,22775.0,40,1,1,0,2,8,0,0,375,15,2,0,36
Master,Partnered,40101.0,73,4,6,1,6,7,0,0,623,415,2,0,29
Graduation,Partnered,58025.0,81,3,3,2,10,4,0,0,215,470,2,0,35
Master,Single,75777.0,12,1,3,6,11,1,0,1,360,1438,1,2,32
2n Cycle,Partnered,7500.0,7,4,3,2,2,7,0,0,418,53,2,0,35
Master,Partnered,33562.0,33,3,2,0,4,4,0,0,4,51,4,0,51
PhD,Single,57642.0,24,3,7,6,6,4,0,0,171,679,2,1,44
Graduation,Partnered,58554.0,55,6,8,2,6,7,0,0,641,586,3,0,46
Graduation,Partnered,63777.0,87,8,11,1,6,8,0,0,462,653,3,0,35
Graduation,Single,57967.0,39,5,4,2,8,5,0,0,483,468,2,0,52
Graduation,Partnered,24434.0,9,2,2,1,2,7,0,0,42,50,3,0,42
Graduation,Single,11012.0,82,3,3,1,2,9,0,0,470,84,2,1,30
Master,Single,44802.0,71,2,9,4,12,8,0,0,677,1049,1,0,44
Graduation,Single,26816.0,50,1,0,0,3,4,0,0,681,22,1,0,28
Graduation,Partnered,666666.0,23,4,3,1,3,6,0,0,392,62,2,0,37
Graduation,Partnered,34421.0,81,1,1,0,2,7,0,0,363,30,2,0,40
Graduation,Partnered,61223.0,46,2,9,3,4,5,0,0,381,1341,2,0,47
PhD,Partnered,64014.0,56,7,8,2,5,7,0,0,19,444,4,1,68
Graduation,Single,56981.0,91,1,2,3,13,6,0,0,155,1241,1,1,33
Master,Partnered,69245.0,8,2,6,5,10,3,0,0,156,843,2,0,58
PhD,Partnered,52869.0,40,3,3,1,4,7,0,1,622,172,3,0,60
